the_geom,name,OBJECTID,FOLIO,ID,ZIPCODE,PHONE,CONTACT,TOTACRE,POINT_X,POINT_Y,CLASS,TYPE,MNGTAGCY,MUNICIPAL_,PROPNUM,PARKURL,AMPHITHEAT,AUDITORIUM,ARCHERY,BASEBALL,BASKETBALL,BEACH,BMXTRACK,BOATRAMP,CAMPGROUND,RVCAMPGROU,DOGPARK,EQUESTRIAN,FOOTBALL,FRISBEEGOL,GOLF,GOLFDRIVIN,GUNRANGE,GYMNASIUM,MARINA,MOUNTAINBI,NATURECENT,NATURETRAI,RAQUETBALL,REC_CENTER,ROLLERHOCK,SHELTER,SKATING,SOCCER,STADIUM,SWIMMING,TENNIS,TOTLOT,TRACK400,TRAIL,VOLLEYBALL,WETPLAYGRO,WIFI,ZOO,GlobalID,created_user,created_date,last_edited_user,last_edited_date,FACILITYPLAN,ART,BIKETRAIL,CANOE_LAUNCH,FITNESSZONE,PLAYGROUND,RESTROOM,Location 1,ADDRESS,CITY,lat,lon,park_size
POINT (-80.31949271313287 25.63166464743478),Coral Reef Park,342,3350220000860,350,33157,(305) 235-1593,305-235-1593,51.3,880377.311754,472395.466012,Community Park,Local,PalmettoBayPark,Municipal,502202,http://www.palmettobay-fl.gov/node/87,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,{52529658-49D8-4C86-8C3D-C8AC905A5EF3},PalmettoBayPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,Yes,No,No,"(25.63166, -80.31949)",7895 SW 152ND ST,Palmetto Bay,25.63166,-80.31949,Very Large Park
POINT (-80.34749272443179 25.748784676943014),Francisco Human Rights Park,344,3040090000170,352,33165,305-233-8769,NA,3.78,870938.999594,514915.99974,Mini Park,Local,MiamiDadePark,County,400902,http://www.miamidade.gov/parks/francisco.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{779BA5E8-41F0-4235-81FE-0EC6FF7FDE4D},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Francisco Human Rights Park.pdf,No,No,No,No,No,No,"(25.74878, -80.34749)",9445 SW 24TH ST,MIAMI,25.74878,-80.34749,Medium Park
POINT (-80.51351276610015 25.486114606644847),Fuchs Hammock Preserve,345,3078100000030,353,33030,305-233-3150,NA,25,816646.00024,419213.00053,Natural Area Preserve,Area-Wide,MiamiDadePark,County,781001,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{375FCBCD-9890-4EC3-879B-659BB324ED3C},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Fuchs Hammock Preserve.pdf,No,No,No,No,No,No,"(25.48611, -80.51351)",30200 SW 198TH AVE,MIAMI,25.48611,-80.51351,Very Large Park
POINT (-80.24691269823681 25.836054701016746),Gladeview Park,346,3031160000240,354,33147,305-633-4066,NA,0.92,903866.9987,546812.999592,Mini Park,Local,MiamiDadePark,County,311611,http://www.miamidade.gov/parks/glade-view.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{ADA1633C-E2C9-42C0-B35A-EE35C8C78991},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Gladeview Park.pdf,No,No,No,No,No,No,"(25.83605, -80.24691)",6815 NW 31ST AVE,MIAMI,25.83605,-80.24691,Small Park
POINT (-80.40433273829558 25.620284642977627),Gold Coast Railroad Museum Park,347,3059260000070,355,33177,305-253-0063,NA,49.67,852443.0005,468124.000146,Special Activity Park,Area-Wide,MiamiDadePark,County,592601,http://www.miamidade.gov/parks/railroad.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{54C2C7E1-7EE0-47EE-B5C8-C162001AD857},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Gold Coast Railroad Museum Park.pdf,No,No,No,No,No,No,"(25.62028, -80.40433)",12450 SW 152ND ST,MIAMI,25.62028,-80.40433,Very Large Park
POINT (-80.37656272894708 25.564434629311673),Goulds Park,348,3060180070290,356,33170,305-233-5100,NA,30,861688.00038,447869.000958,Community Park,Local,MiamiDadePark,County,601805,http://www.miamidade.gov/parks/goulds.asp,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,{DC999CD9-FDA9-49D0-AA9E-6218BD237B14},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Goulds Park.pdf,No,No,No,No,No,No,"(25.56443, -80.37656)",21805 SW 114TH AVE,MIAMI,25.56443,-80.37656,Very Large Park
POINT (-80.39049273158139 25.55564462645153),Goulds Wayside Park,349,3069130090390,357,33170,305-694-4889,NA,2.9,857110.00035,444652.00017,Neighborhood Park,Local,MiamiDadePark,County,691301,http://www.miamidade.gov/parks/parks/gouldswayside.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{08C7089D-7234-41AC-B950-348E614E704C},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Goulds Wayside Park.pdf,No,No,No,No,No,No,"(25.55564, -80.39049)",22650 SW 123RD RD,MIAMI,25.55564,-80.39049,Medium Park
POINT (-80.21351269008454 25.88179471322009),Gratigny Plateau Park,350,3021350131020,358,33168,305-945-3425,NA,0.96,914751.99957,563502.000006,Mini Park,Local,MiamiDadePark,County,213501,http://www.miamidade.gov/parks/gratigny.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{E642BCC6-912E-42A9-8387-64F7F18BF447},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Gratigny Plateau Park.pdf,No,No,No,No,No,No,"(25.88179, -80.21351)",885 NW 117TH ST,MIAMI,25.88179,-80.21351,Small Park
POINT (-80.15558267392974 25.942454730044037),Greynolds Park,351,3022090100020,359,33160,305-945-3425,NA,184,933656.999486,585667.999637,Metropolitan Park,Area-Wide,MiamiDadePark,County,220901,http://www.miamidade.gov/parks/greynolds.asp,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,{CCB35A81-98C7-47DC-8CB0-25A1C7CE5DA3},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Greynolds Park.pdf,No,No,No,No,No,No,"(25.94245, -80.15558)",17530 W DIXIE HWY,NORTH MIAMI BEACH,25.94245,-80.15558,Very Large Park
POINT (-80.23691269561311 25.83893470175671),Gwen Cherry Park,352,31100610080,360,33147,305-694-4889,NA,38.55,907150.000007,547878.99943,Community Park,Local,MiamiDadePark,County,311004,http://www.miamidade.gov/parks/gwen-cherry.asp,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,{0919E2F5-A9EA-445F-9A3A-E8C9AEEE2FDC},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:43 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Gwen Cherry Park.pdf,No,No,No,No,No,No,"(25.83893, -80.23691)",7090 NW 22ND AVE,MIAMI,25.83893,-80.23691,Very Large Park
POINT (-80.27646270315111 25.689694663799997),Hammock Lake Park,353,351060020010,361,33156,305-666-5883,NA,0.17,894440.00016,493560.00045,Mini Park,Local,MiamiDadePark,County,510604,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{663E6CFE-C2BA-46D2-B0E9-CC5FB03DDD29},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:43 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Hammock Lake Park.pdf,No,No,No,No,No,No,"(25.68969, -80.27646)",SW 88TH ST & SW 52ND AVE,CORAL GABLES,25.68969,-80.27646,Small Park
POINT (-80.43938274950382 25.67416465604595),Hammocks Community Park,354,3059040080020,362,33196,305-380-6917,NA,14.84,840808.999487,487658.00012,Community Park,Local,MiamiDadePark,County,590401,http://www.miamidade.gov/parks/hammocks.asp,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,{B32E0D3F-1C1D-40B8-9551-816CAA10F8B5},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:43 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Hammocks Community Park.pdf,No,No,No,No,No,No,"(25.67416, -80.43938)",9885 HAMMOCKS BLVD,MIAMI,25.67416,-80.43938,Very Large Park
POINT (-80.44416274711438 25.518174616055727),Hattie Bauer Hammock Preserve,355,3069330000300,363,33032,305-247-6016,NA,6,839473.00052,430956.00001,Natural Area Preserve,Area-Wide,MiamiDadePark,County,693301,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{C23AB260-0273-4CB4-A327-C83C5E393BCC},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:43 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Hattie Bauer Hammock Preserve.pdf,No,No,No,No,No,No,"(25.51817, -80.44416)",26715 SW 157TH AVE,MIAMI,25.51817,-80.44416,Large Park
POINT (-80.12109266348646 25.910924721650396),Haulover Beach,356,NA,364,33154,305-947-3525,NA,0,945069.99963,574280.999774,Metropolitan Park,Area-Wide,MiamiDadePark,County,222303,http://www.miamidade.gov/parks/,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{413C81ED-DDB7-4F8D-9C1E-72906D14781B},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:43 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Haulover Beach.pdf,No,No,No,No,No,No,"(25.91092, -80.12109)",10800 COLLINS AVE,MIAMI,25.91092,-80.12109,Small Park
POINT (-80.12346266354774 25.911234723000277),Haulover Park,357,3022260000010,365,33154,305-947-3525,NA,246,944289.000204,574390.999882,Metropolitan Park,Area-Wide,MiamiDadePark,County,222302,http://www.miamidade.gov/parks/haulover.asp,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,{65BEC992-917D-442E-870D-885BAD043C5D},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:43 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Haulover Park.pdf,No,No,No,No,No,No,"(25.91123, -80.12346)",10801 COLLINS AVE,MIAMI,25.91123,-80.12346,Very Large Park
POINT (-80.26222270179373 25.81398469471375),Southeast Park,383,431200100700,391,33010,305-883-8024,William Sanchez,2,898876.312486,538760.812612,Neighborhood Park,Local,HialeahPark,Municipal,312050,http://www.hialeahfl.gov/index.php?option=com_content&view=article&id=244&I,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,{71DE72EE-3240-4C29-AF77-1EE66893A812},HialeahPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.81398, -80.26222)",1015 SE 9TH AVE,Hialeah,25.81398,-80.26222,Medium Park
POINT (-80.30037271460583 25.859644705607277),Goodlet Park,390,430010190060,398,33012,305-556-4567,William Sanchez,23,886237.76657,555290.32384,Neighborhood Park,Local,HialeahPark,Municipal,300151,http://www.hialeahfl.gov/index.php?option=com_content&view=article&id=244&I,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,{D42B3A71-FE40-46FF-87B5-D47A97C46C82},HialeahPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.85964, -80.30037)",4200 W 8TH AVE,Hialeah,25.85964,-80.30037,Very Large Park
POINT (-80.29900271283064 25.819804695649733),Prince Field,394,530240041190,402,33166,NA,305-805-5075,4,886763.02208,540811.048669,Community Park,Local,MiamiSpringsPark,Municipal,302450,http://www.miamisprings-fl.gov/parksandrecreation,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,{99BD78FE-125F-48D3-88A6-3CC9F4DA8BD6},MiamiSpringsPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.8198, -80.299)",342 PAYNE DR,Miami Springs,25.8198,-80.299,Medium Park
POINT (-80.34346272845531 25.923414721472803),Royal Oaks Park,395,3220160022640,403,33018,305-698-0316,305-698-9308,22,871950.37454,578395.81274,Community/Neighborhood,Local,MiamiLakesPark,Municipal,201600,www.miamilakes-fl.gov/parks,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,{E456F330-AD56-4D8C-8922-DA667BAF5887},MiamiLakesPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.92341, -80.34346)",16500 NW 87TH AVE,Miami Lakes,25.92341,-80.34346,Very Large Park
POINT (-80.17951268008605 25.880474713589845),Ed Burke Recreation Center,402,1722310460010,410,33161,305-893-3711,NA,4,925936.18717,563088.56186,Community/Neighborhood,Local,BiscayneParkPark,Municipal,313656,http://www.biscayneparkfl.gov/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{201BBD52-BC36-4A91-8E8D-93544F4FD25F},BiscayneParkPark,03/24/2014 06:00:30 PM,PROSO,04/05/2017 01:06:36 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.88047, -80.17951)",11400 NE 9TH CT,Biscayne Park,25.88047,-80.17951,Medium Park
POINT (-80.30539271780579 25.943524727106126),Country Village Park,408,3020010090010,416,33015,305-622-2594,NA,17,884422.999529,585767.00042,Community Park,Local,MiamiDadePark,County,200101,http://www.miamidade.gov/parks/parks/country_village.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,{FFB511B6-3CC6-4FA1-AB53-6DA4435577AC},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Country Village Park.pdf,No,No,No,No,No,No,"(25.94352, -80.30539)",6550 NW 188TH TER,MIAMI,25.94352,-80.30539,Very Large Park
POINT (-80.15510266814083 25.714904671996567),Crandon Park,409,3042320010010,417,33149,305-361-5421,NA,903.9,934346.000077,502963.00068,Metropolitan Park,Area-Wide,MiamiDadePark,County,422801,http://www.miamidade.gov/parks/crandon.asp,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,{4AD02F5C-E827-4A05-BDC6-DF69B09E47CC},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Crandon Park.pdf,No,No,No,No,No,No,"(25.7149, -80.1551)",4000 CRANDON BLVD,KEY BISCAYNE,25.7149,-80.1551,Very Large Park
POINT (-80.36257272424169 25.573394631282802),Cutler Ridge Skate Park,410,3060080000012,418,33189,305-233-3150,NA,3.6,866284.000046,451145.99965,Single Purpose Park,Local,MiamiDadePark,County,600803,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{461016E1-7DFC-4D95-932C-CF4181E0464B},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Cutler Ridge Skate Park.pdf,No,No,No,No,No,No,"(25.57339, -80.36257)",SW 211TH ST /  FLORIDA  TPKE EXT,MIAMI,25.57339,-80.36257,Medium Park
POINT (-80.34895272392373 25.700524663912866),Sunset Park,411,3040330010301,419,33173,305-666-5883,NA,2.6,870545.00005,497372.000049,Neighborhood Park,Local,MiamiDadePark,County,403303,http://www.miamidade.gov/parks/sunset.asp,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,{4F9F420F-06FD-4266-B311-0D322E85DDC7},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Sunset Park.pdf,No,No,No,No,No,No,"(25.70052, -80.34895)",7321 SW 97TH AVE,MIAMI,25.70052,-80.34895,Medium Park
POINT (-80.1197026616198 25.879914715093836),Surfside Beach,412,NA,420,33154,305-868-7075,NA,0,945601.999546,563013,Metropolitan Park,Area-Wide,MiamiDadePark,County,223501,http://www.miamidade.gov/parks/,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{FD4E2FBD-2495-4071-921A-B5D201D76348},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Surfside Beach.pdf,No,No,No,No,No,No,"(25.87991, -80.1197)",92ND ST / COLLINS AVE,SURFSIDE,25.87991,-80.1197,Small Park
POINT (-80.39240273762331 25.761334678793276),Tamiami Canal Park,413,NA,421,33184,786-315-5295,NA,0,856138,519406.00027,Neighborhood Park,Local,MiamiDadePark,County,490101,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{0A1846AC-3962-45A4-B75E-C4B512650A6A},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:48 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Tamiami Canal Park.pdf,No,No,No,No,No,No,"(25.76133, -80.3924)",SW 122ND  AVE TO SW 119TH AVE,MIAMI,25.76133,-80.3924,Small Park
POINT (-80.41111274325807 25.749994676288075),Tamiami Lakes Park,414,3049110131690,422,33175,305-207-1730,NA,5,849996.000798,515258.00069,Neighborhood Park,Local,MiamiDadePark,County,491101,http://www.miamidade.gov/parks/tamiami-lakes.asp,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{113097FF-F378-4D81-B0C5-12ED50C07CB3},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:48 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Tamiami Lakes Park.pdf,No,No,No,No,No,No,"(25.74999, -80.41111)",13220 SW 18TH ST,MIAMI,25.74999,-80.41111,Medium Park
POINT (-80.37608273303962 25.749744676089524),Tamiami Park,415,3040070000020,423,33165,786-315-5295,NA,241.86,861528.99938,515221.00011,District Park,Local,MiamiDadePark,County,400701,http://www.miamidade.gov/parks/tamiami.asp,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,{52607B6D-4198-4EBB-BCAB-5FBDFEA1818B},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:48 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Tamiami Park.pdf,No,No,No,No,No,No,"(25.74974, -80.37608)",11201 SW 24TH ST,MIAMI,25.74974,-80.37608,Very Large Park
POINT (-80.40221274117451 25.761744678602767),Tamiami Trail Park (North),416,3049020000061,424,33184,305-222-2194,NA,1.73,852907.000553,519541.000002,Neighborhood Park,Local,MiamiDadePark,County,490201,http://www.miamidade.gov/parks/tamiami-trail-north.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{21F889DA-D7B8-4D7B-A9F2-87B51CAD9E40},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:48 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Tamiami Trail Park (North).pdf,No,No,No,No,No,No,"(25.76174, -80.40221)",12760 SW 6TH ST,MIAMI,25.76174,-80.40221,Medium Park
POINT (-80.36364273003448 25.77007468221954),The Womens Park,417,3040050200010,425,33172,305-480-1717,NA,15,865586.9998,522627.000063,Single Purpose Park,Local,MiamiDadePark,County,400502,http://www.miamidade.gov/parks/womens.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{A94953C5-DB6C-4773-B7A1-7D072657715C},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:48 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/The Womens Park.pdf,No,No,No,No,No,No,"(25.77007, -80.36364)",10251 W FLAGLER ST,MIAMI,25.77007,-80.36364,Very Large Park
POINT (-80.40977274072179 25.642984648537453),Three Lakes Park,418,3059140000120,426,33186,305-207-1644,NA,15,850612.999564,476367.999078,Single Purpose Park,Local,MiamiDadePark,County,591402,http://www.miamidade.gov/parks/parks/three_lakes.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,{09247ED5-53E4-497A-A4EF-0A000AFC9A69},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:48 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Three Lakes Park.pdf,No,No,No,No,No,No,"(25.64298, -80.40977)",13375 SW 136TH ST,MIAMI,25.64298,-80.40977,Very Large Park
POINT (-80.47338276219728 25.772244680679925),Trail Glades Range,419,3049060000030,427,33192,305-226-1823,Carlos,698.18,829467.99986,523258.99978,Special Activity Park,Area-Wide,MiamiDadePark,County,490601,http://www.miamidade.gov/parks/trail-glades.asp,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,{3F867C4F-17C5-4E6F-A329-12E1E4870C6F},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:48 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Trail Glades Range.pdf,No,No,No,No,No,No,"(25.77224, -80.47338)",17601 SW 8TH ST,MIAMI,25.77224,-80.47338,Very Large Park
POINT (-80.3894427339649 25.633144645908402),Deerwood Bonita Lakes Park,420,3059240000120,428,33186,305-386-0227,NA,11.04,857327.99958,472819.999612,Community Park,Local,MiamiDadePark,County,592401,http://www.miamidade.gov/parks/deerwood-bonita.asp,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,{D0C8E23C-07A9-47DA-89A8-97AF3E1A6833},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Deerwood Bonita Lakes Park.pdf,No,No,No,No,No,No,"(25.63314, -80.38944)",14445 SW 122ND AVE,MIAMI,25.63314,-80.38944,Large Park
POINT (-80.39063273491672 25.669974655844197),Devon Aire Park,421,3059120060740,429,33186,305-270-4951,NA,12,856872.000169,486204.000075,Community Park,Local,MiamiDadePark,County,591202,http://www.miamidade.gov/parks/devon-aire.asp,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,{95F23792-49A0-402A-A0F3-6F6A595AA2B9},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Devon Aire Park.pdf,No,No,No,No,No,No,"(25.66997, -80.39063)",10400 SW 122ND AVE,MIAMI,25.66997,-80.39063,Large Park
POINT (-80.22821269174948 25.830684699630993),Drew Park,422,3031150000260,430,33142,305-694-4889,NA,2.03,910029.00113900006,544895.00015,Neighborhood Park,Local,MiamiDadePark,County,311513,http://www.miamidade.gov/parks/drew.asp,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,{C1787EF0-FA62-465E-846A-A842F38A51D7},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Drew Park.pdf,No,No,No,No,No,No,"(25.83068, -80.22821)",NW 60TH ST & NW 17TH AVE,MIAMI,25.83068,-80.22821,Medium Park
